"","Phenotype","Population","Parent population","Filename","Center","Sample","Replicate","Cell count","Parent Cell count","Population #"
"1023","CD4+CCR7+CD45RA+","CCR7+CD45RA+","CD4+","1369_3_Tcell_A09.fcs","NHLBI","1369_3_Tcell_A09","3","13153","29571","11"
"1024","CD8+CCR7-CD45RA-","CCR7-CD45RA-","CD8+","1369_3_Tcell_A09.fcs","NHLBI","1369_3_Tcell_A09","3","3909","10450","12"
"1025","CD8+CCR7+CD45RA-","CCR7+CD45RA-","CD8+","1369_3_Tcell_A09.fcs","NHLBI","1369_3_Tcell_A09","3","1374","10450","13"
"1026","CD8+CCR7-CD45RA+","CCR7-CD45RA+","CD8+","1369_3_Tcell_A09.fcs","NHLBI","1369_3_Tcell_A09","3","741","10450","14"
"1027","CD8+CCR7+CD45RA+","CCR7+CD45RA+","CD8+","1369_3_Tcell_A09.fcs","NHLBI","1369_3_Tcell_A09","3","4426","10450","15"
"1028","CD4+CD38-DR-","38-DR-","CD4+","1369_3_Tcell_A09.fcs","NHLBI","1369_3_Tcell_A09","3","11662","29571","16"
"1029","CD4+CD38+DR-","38+DR-","CD4+","1369_3_Tcell_A09.fcs","NHLBI","1369_3_Tcell_A09","3","14951","29571","17"
"1030","CD4+CD38-DR+","38-DR+","CD4+","1369_3_Tcell_A09.fcs","NHLBI","1369_3_Tcell_A09","3","1883","29571","18"
"1031","CD4+CD38+DR+","38+DR+","CD4+","1369_3_Tcell_A09.fcs","NHLBI","1369_3_Tcell_A09","3","1074","29571","19"
"1032","CD8+CD38-DR-","38-DR-","CD8+","1369_3_Tcell_A09.fcs","NHLBI","1369_3_Tcell_A09","3","9046","10450","20"
"1033","CD8+CD38+DR-","38+DR-","CD8+","1369_3_Tcell_A09.fcs","NHLBI","1369_3_Tcell_A09","3","881","10450","21"
"1034","CD8+CD38-DR+","38-DR+","CD8+","1369_3_Tcell_A09.fcs","NHLBI","1369_3_Tcell_A09","3","359","10450","22"
"1035","CD8+CD38+DR+","38+DR+","CD8+","1369_3_Tcell_A09.fcs","NHLBI","1369_3_Tcell_A09","3","164","10450","23"
"1036","","All cells","","1228-1_A1_A01.fcs","Stanford","1228-1_A1_A01","1","144318","","1"
"1037","","Lymphocytes","All cells","1228-1_A1_A01.fcs","Stanford","1228-1_A1_A01","1","63365","144318","2"
"1038","","Singlets","Lymphocytes","1228-1_A1_A01.fcs","Stanford","1228-1_A1_A01","1","60793","63365","3"
"1039","","Live","Singlets","1228-1_A1_A01.fcs","Stanford","1228-1_A1_A01","1","57753","60793","4"
"1040","CD3+","CD3+","Live","1228-1_A1_A01.fcs","Stanford","1228-1_A1_A01","1","32383","57753","5"
"1041","CD4+CD8-","CD4+","CD3+","1228-1_A1_A01.fcs","Stanford","1228-1_A1_A01","1","13935","32383","6"
"1042","CD4-CD8+","CD8+","CD3+","1228-1_A1_A01.fcs","Stanford","1228-1_A1_A01","1","15721","32383","7"
"1043","CD4+CCR7-CD45RA-","CCR7-CD45RA-","CD4+","1228-1_A1_A01.fcs","Stanford","1228-1_A1_A01","1","1756","13935","8"
"1044","CD4+CCR7+CD45RA-","CCR7+CD45RA-","CD4+","1228-1_A1_A01.fcs","Stanford","1228-1_A1_A01","1","6439","13935","9"
"1045","CD4+CCR7-CD45RA+","CCR7-CD45RA+","CD4+","1228-1_A1_A01.fcs","Stanford","1228-1_A1_A01","1","35","13935","10"
"1046","CD4+CCR7+CD45RA+","CCR7+CD45RA+","CD4+","1228-1_A1_A01.fcs","Stanford","1228-1_A1_A01","1","5705","13935","11"
"1047","CD8+CCR7-CD45RA-","CCR7-CD45RA-","CD8+","1228-1_A1_A01.fcs","Stanford","1228-1_A1_A01","1","2886","15721","12"
"1048","CD8+CCR7+CD45RA-","CCR7+CD45RA-","CD8+","1228-1_A1_A01.fcs","Stanford","1228-1_A1_A01","1","285","15721","13"
"1049","CD8+CCR7-CD45RA+","CCR7-CD45RA+","CD8+","1228-1_A1_A01.fcs","Stanford","1228-1_A1_A01","1","6180","15721","14"
"1050","CD8+CCR7+CD45RA+","CCR7+CD45RA+","CD8+","1228-1_A1_A01.fcs","Stanford","1228-1_A1_A01","1","6370","15721","15"
"1051","CD4+CD38-DR-","38-DR-","CD4+","1228-1_A1_A01.fcs","Stanford","1228-1_A1_A01","1","6192","13935","16"
"1052","CD4+CD38+DR-","38+DR-","CD4+","1228-1_A1_A01.fcs","Stanford","1228-1_A1_A01","1","6349","13935","17"
"1053","CD4+CD38-DR+","38-DR+","CD4+","1228-1_A1_A01.fcs","Stanford","1228-1_A1_A01","1","948","13935","18"
"1054","CD4+CD38+DR+","38+DR+","CD4+","1228-1_A1_A01.fcs","Stanford","1228-1_A1_A01","1","446","13935","19"
"1055","CD8+CD38-DR-","38-DR-","CD8+","1228-1_A1_A01.fcs","Stanford","1228-1_A1_A01","1","13535","15721","20"
"1056","CD8+CD38+DR-","38+DR-","CD8+","1228-1_A1_A01.fcs","Stanford","1228-1_A1_A01","1","1398","15721","21"
"1057","CD8+CD38-DR+","38-DR+","CD8+","1228-1_A1_A01.fcs","Stanford","1228-1_A1_A01","1","612","15721","22"
"1058","CD8+CD38+DR+","38+DR+","CD8+","1228-1_A1_A01.fcs","Stanford","1228-1_A1_A01","1","174","15721","23"
"1059","","All cells","","1228-2_A2_A02.fcs","Stanford","1228-2_A2_A02","2","168842","","1"
"1060","","Lymphocytes","All cells","1228-2_A2_A02.fcs","Stanford","1228-2_A2_A02","2","72382","168842","2"
"1061","","Singlets","Lymphocytes","1228-2_A2_A02.fcs","Stanford","1228-2_A2_A02","2","69589","72382","3"
"1062","","Live","Singlets","1228-2_A2_A02.fcs","Stanford","1228-2_A2_A02","2","66109","69589","4"
"1063","CD3+","CD3+","Live","1228-2_A2_A02.fcs","Stanford","1228-2_A2_A02","2","38303","66109","5"
"1064","CD4+CD8-","CD4+","CD3+","1228-2_A2_A02.fcs","Stanford","1228-2_A2_A02","2","16256","38303","6"
"1065","CD4-CD8+","CD8+","CD3+","1228-2_A2_A02.fcs","Stanford","1228-2_A2_A02","2","18754","38303","7"
"1066","CD4+CCR7-CD45RA-","CCR7-CD45RA-","CD4+","1228-2_A2_A02.fcs","Stanford","1228-2_A2_A02","2","2107","16256","8"
"1067","CD4+CCR7+CD45RA-","CCR7+CD45RA-","CD4+","1228-2_A2_A02.fcs","Stanford","1228-2_A2_A02","2","7297","16256","9"
"1068","CD4+CCR7-CD45RA+","CCR7-CD45RA+","CD4+","1228-2_A2_A02.fcs","Stanford","1228-2_A2_A02","2","48","16256","10"
"1069","CD4+CCR7+CD45RA+","CCR7+CD45RA+","CD4+","1228-2_A2_A02.fcs","Stanford","1228-2_A2_A02","2","6804","16256","11"
"1070","CD8+CCR7-CD45RA-","CCR7-CD45RA-","CD8+","1228-2_A2_A02.fcs","Stanford","1228-2_A2_A02","2","3590","18754","12"
"1071","CD8+CCR7+CD45RA-","CCR7+CD45RA-","CD8+","1228-2_A2_A02.fcs","Stanford","1228-2_A2_A02","2","428","18754","13"
"1072","CD8+CCR7-CD45RA+","CCR7-CD45RA+","CD8+","1228-2_A2_A02.fcs","Stanford","1228-2_A2_A02","2","7234","18754","14"
"1073","CD8+CCR7+CD45RA+","CCR7+CD45RA+","CD8+","1228-2_A2_A02.fcs","Stanford","1228-2_A2_A02","2","7502","18754","15"
"1074","CD4+CD38-DR-","38-DR-","CD4+","1228-2_A2_A02.fcs","Stanford","1228-2_A2_A02","2","6982","16256","16"
"1075","CD4+CD38+DR-","38+DR-","CD4+","1228-2_A2_A02.fcs","Stanford","1228-2_A2_A02","2","7648","16256","17"
"1076","CD4+CD38-DR+","38-DR+","CD4+","1228-2_A2_A02.fcs","Stanford","1228-2_A2_A02","2","1043","16256","18"
"1077","CD4+CD38+DR+","38+DR+","CD4+","1228-2_A2_A02.fcs","Stanford","1228-2_A2_A02","2","583","16256","19"
"1078","CD8+CD38-DR-","38-DR-","CD8+","1228-2_A2_A02.fcs","Stanford","1228-2_A2_A02","2","16149","18754","20"
"1079","CD8+CD38+DR-","38+DR-","CD8+","1228-2_A2_A02.fcs","Stanford","1228-2_A2_A02","2","1667","18754","21"
"1080","CD8+CD38-DR+","38-DR+","CD8+","1228-2_A2_A02.fcs","Stanford","1228-2_A2_A02","2","729","18754","22"
"1081","CD8+CD38+DR+","38+DR+","CD8+","1228-2_A2_A02.fcs","Stanford","1228-2_A2_A02","2","209","18754","23"
"1082","","All cells","","1228-3_A3_A03.fcs","Stanford","1228-3_A3_A03","3","160708","","1"
"1083","","Lymphocytes","All cells","1228-3_A3_A03.fcs","Stanford","1228-3_A3_A03","3","69525","160708","2"
"1084","","Singlets","Lymphocytes","1228-3_A3_A03.fcs","Stanford","1228-3_A3_A03","3","66760","69525","3"
"1085","","Live","Singlets","1228-3_A3_A03.fcs","Stanford","1228-3_A3_A03","3","63422","66760","4"
"1086","CD3+","CD3+","Live","1228-3_A3_A03.fcs","Stanford","1228-3_A3_A03","3","36583","63422","5"
"1087","CD4+CD8-","CD4+","CD3+","1228-3_A3_A03.fcs","Stanford","1228-3_A3_A03","3","15527","36583","6"
"1088","CD4-CD8+","CD8+","CD3+","1228-3_A3_A03.fcs","Stanford","1228-3_A3_A03","3","17920","36583","7"
"1089","CD4+CCR7-CD45RA-","CCR7-CD45RA-","CD4+","1228-3_A3_A03.fcs","Stanford","1228-3_A3_A03","3","2157","15527","8"
"1090","CD4+CCR7+CD45RA-","CCR7+CD45RA-","CD4+","1228-3_A3_A03.fcs","Stanford","1228-3_A3_A03","3","6833","15527","9"
"1091","CD4+CCR7-CD45RA+","CCR7-CD45RA+","CD4+","1228-3_A3_A03.fcs","Stanford","1228-3_A3_A03","3","51","15527","10"
"1092","CD4+CCR7+CD45RA+","CCR7+CD45RA+","CD4+","1228-3_A3_A03.fcs","Stanford","1228-3_A3_A03","3","6486","15527","11"
"1093","CD8+CCR7-CD45RA-","CCR7-CD45RA-","CD8+","1228-3_A3_A03.fcs","Stanford","1228-3_A3_A03","3","3268","17920","12"
"1094","CD8+CCR7+CD45RA-","CCR7+CD45RA-","CD8+","1228-3_A3_A03.fcs","Stanford","1228-3_A3_A03","3","473","17920","13"
"1095","CD8+CCR7-CD45RA+","CCR7-CD45RA+","CD8+","1228-3_A3_A03.fcs","Stanford","1228-3_A3_A03","3","6866","17920","14"
"1096","CD8+CCR7+CD45RA+","CCR7+CD45RA+","CD8+","1228-3_A3_A03.fcs","Stanford","1228-3_A3_A03","3","7313","17920","15"
"1097","CD4+CD38-DR-","38-DR-","CD4+","1228-3_A3_A03.fcs","Stanford","1228-3_A3_A03","3","6930","15527","16"
"1098","CD4+CD38+DR-","38+DR-","CD4+","1228-3_A3_A03.fcs","Stanford","1228-3_A3_A03","3","7044","15527","17"
"1099","CD4+CD38-DR+","38-DR+","CD4+","1228-3_A3_A03.fcs","Stanford","1228-3_A3_A03","3","1045","15527","18"
"1100","CD4+CD38+DR+","38+DR+","CD4+","1228-3_A3_A03.fcs","Stanford","1228-3_A3_A03","3","508","15527","19"
"1101","CD8+CD38-DR-","38-DR-","CD8+","1228-3_A3_A03.fcs","Stanford","1228-3_A3_A03","3","15442","17920","20"
"1102","CD8+CD38+DR-","38+DR-","CD8+","1228-3_A3_A03.fcs","Stanford","1228-3_A3_A03","3","1582","17920","21"
"1103","CD8+CD38-DR+","38-DR+","CD8+","1228-3_A3_A03.fcs","Stanford","1228-3_A3_A03","3","686","17920","22"
"1104","CD8+CD38+DR+","38+DR+","CD8+","1228-3_A3_A03.fcs","Stanford","1228-3_A3_A03","3","210","17920","23"
"1105","","All cells","","1349-1_A4_A04.fcs","Stanford","1349-1_A4_A04","1","130318","","1"
"1106","","Lymphocytes","All cells","1349-1_A4_A04.fcs","Stanford","1349-1_A4_A04","1","53081","130318","2"
"1107","","Singlets","Lymphocytes","1349-1_A4_A04.fcs","Stanford","1349-1_A4_A04","1","51004","53081","3"
"1108","","Live","Singlets","1349-1_A4_A04.fcs","Stanford","1349-1_A4_A04","1","48453","51004","4"
"1109","CD3+","CD3+","Live","1349-1_A4_A04.fcs","Stanford","1349-1_A4_A04","1","35059","48453","5"
"1110","CD4+CD8-","CD4+","CD3+","1349-1_A4_A04.fcs","Stanford","1349-1_A4_A04","1","17445","35059","6"
"1111","CD4-CD8+","CD8+","CD3+","1349-1_A4_A04.fcs","Stanford","1349-1_A4_A04","1","12934","35059","7"
"1112","CD4+CCR7-CD45RA-","CCR7-CD45RA-","CD4+","1349-1_A4_A04.fcs","Stanford","1349-1_A4_A04","1","5762","17445","8"
"1113","CD4+CCR7+CD45RA-","CCR7+CD45RA-","CD4+","1349-1_A4_A04.fcs","Stanford","1349-1_A4_A04","1","6659","17445","9"
"1114","CD4+CCR7-CD45RA+","CCR7-CD45RA+","CD4+","1349-1_A4_A04.fcs","Stanford","1349-1_A4_A04","1","617","17445","10"
"1115","CD4+CCR7+CD45RA+","CCR7+CD45RA+","CD4+","1349-1_A4_A04.fcs","Stanford","1349-1_A4_A04","1","4407","17445","11"
"1116","CD8+CCR7-CD45RA-","CCR7-CD45RA-","CD8+","1349-1_A4_A04.fcs","Stanford","1349-1_A4_A04","1","3230","12934","12"
"1117","CD8+CCR7+CD45RA-","CCR7+CD45RA-","CD8+","1349-1_A4_A04.fcs","Stanford","1349-1_A4_A04","1","527","12934","13"
"1118","CD8+CCR7-CD45RA+","CCR7-CD45RA+","CD8+","1349-1_A4_A04.fcs","Stanford","1349-1_A4_A04","1","2209","12934","14"
"1119","CD8+CCR7+CD45RA+","CCR7+CD45RA+","CD8+","1349-1_A4_A04.fcs","Stanford","1349-1_A4_A04","1","6968","12934","15"
"1120","CD4+CD38-DR-","38-DR-","CD4+","1349-1_A4_A04.fcs","Stanford","1349-1_A4_A04","1","9597","17445","16"
"1121","CD4+CD38+DR-","38+DR-","CD4+","1349-1_A4_A04.fcs","Stanford","1349-1_A4_A04","1","6103","17445","17"
"1122","CD4+CD38-DR+","38-DR+","CD4+","1349-1_A4_A04.fcs","Stanford","1349-1_A4_A04","1","1206","17445","18"
"1123","CD4+CD38+DR+","38+DR+","CD4+","1349-1_A4_A04.fcs","Stanford","1349-1_A4_A04","1","539","17445","19"
"1124","CD8+CD38-DR-","38-DR-","CD8+","1349-1_A4_A04.fcs","Stanford","1349-1_A4_A04","1","11193","12934","20"
"1125","CD8+CD38+DR-","38+DR-","CD8+","1349-1_A4_A04.fcs","Stanford","1349-1_A4_A04","1","1094","12934","21"
"1126","CD8+CD38-DR+","38-DR+","CD8+","1349-1_A4_A04.fcs","Stanford","1349-1_A4_A04","1","447","12934","22"
"1127","CD8+CD38+DR+","38+DR+","CD8+","1349-1_A4_A04.fcs","Stanford","1349-1_A4_A04","1","200","12934","23"
"1128","","All cells","","1349-2_A5_A05.fcs","Stanford","1349-2_A5_A05","2","127459","","1"
"1129","","Lymphocytes","All cells","1349-2_A5_A05.fcs","Stanford","1349-2_A5_A05","2","52359","127459","2"
"1130","","Singlets","Lymphocytes","1349-2_A5_A05.fcs","Stanford","1349-2_A5_A05","2","50251","52359","3"
"1131","","Live","Singlets","1349-2_A5_A05.fcs","Stanford","1349-2_A5_A05","2","47738","50251","4"
"1132","CD3+","CD3+","Live","1349-2_A5_A05.fcs","Stanford","1349-2_A5_A05","2","34614","47738","5"
"1133","CD4+CD8-","CD4+","CD3+","1349-2_A5_A05.fcs","Stanford","1349-2_A5_A05","2","17362","34614","6"
"1134","CD4-CD8+","CD8+","CD3+","1349-2_A5_A05.fcs","Stanford","1349-2_A5_A05","2","12739","34614","7"
"1135","CD4+CCR7-CD45RA-","CCR7-CD45RA-","CD4+","1349-2_A5_A05.fcs","Stanford","1349-2_A5_A05","2","5177","17362","8"
"1136","CD4+CCR7+CD45RA-","CCR7+CD45RA-","CD4+","1349-2_A5_A05.fcs","Stanford","1349-2_A5_A05","2","6919","17362","9"
"1137","CD4+CCR7-CD45RA+","CCR7-CD45RA+","CD4+","1349-2_A5_A05.fcs","Stanford","1349-2_A5_A05","2","588","17362","10"
"1138","CD4+CCR7+CD45RA+","CCR7+CD45RA+","CD4+","1349-2_A5_A05.fcs","Stanford","1349-2_A5_A05","2","4678","17362","11"
"1139","CD8+CCR7-CD45RA-","CCR7-CD45RA-","CD8+","1349-2_A5_A05.fcs","Stanford","1349-2_A5_A05","2","3096","12739","12"
"1140","CD8+CCR7+CD45RA-","CCR7+CD45RA-","CD8+","1349-2_A5_A05.fcs","Stanford","1349-2_A5_A05","2","569","12739","13"
"1141","CD8+CCR7-CD45RA+","CCR7-CD45RA+","CD8+","1349-2_A5_A05.fcs","Stanford","1349-2_A5_A05","2","2122","12739","14"
"1142","CD8+CCR7+CD45RA+","CCR7+CD45RA+","CD8+","1349-2_A5_A05.fcs","Stanford","1349-2_A5_A05","2","6952","12739","15"
"1143","CD4+CD38-DR-","38-DR-","CD4+","1349-2_A5_A05.fcs","Stanford","1349-2_A5_A05","2","9195","17362","16"
"1144","CD4+CD38+DR-","38+DR-","CD4+","1349-2_A5_A05.fcs","Stanford","1349-2_A5_A05","2","6430","17362","17"
"1145","CD4+CD38-DR+","38-DR+","CD4+","1349-2_A5_A05.fcs","Stanford","1349-2_A5_A05","2","1121","17362","18"
"1146","CD4+CD38+DR+","38+DR+","CD4+","1349-2_A5_A05.fcs","Stanford","1349-2_A5_A05","2","616","17362","19"
"1147","CD8+CD38-DR-","38-DR-","CD8+","1349-2_A5_A05.fcs","Stanford","1349-2_A5_A05","2","11034","12739","20"
"1148","CD8+CD38+DR-","38+DR-","CD8+","1349-2_A5_A05.fcs","Stanford","1349-2_A5_A05","2","1068","12739","21"
"1149","CD8+CD38-DR+","38-DR+","CD8+","1349-2_A5_A05.fcs","Stanford","1349-2_A5_A05","2","431","12739","22"
"1150","CD8+CD38+DR+","38+DR+","CD8+","1349-2_A5_A05.fcs","Stanford","1349-2_A5_A05","2","206","12739","23"
"1151","","All cells","","1349-3_A6_A06.fcs","Stanford","1349-3_A6_A06","3","154113","","1"
"1152","","Lymphocytes","All cells","1349-3_A6_A06.fcs","Stanford","1349-3_A6_A06","3","62439","154113","2"
"1153","","Singlets","Lymphocytes","1349-3_A6_A06.fcs","Stanford","1349-3_A6_A06","3","59940","62439","3"
"1154","","Live","Singlets","1349-3_A6_A06.fcs","Stanford","1349-3_A6_A06","3","56943","59940","4"
"1155","CD3+","CD3+","Live","1349-3_A6_A06.fcs","Stanford","1349-3_A6_A06","3","41410","56943","5"
"1156","CD4+CD8-","CD4+","CD3+","1349-3_A6_A06.fcs","Stanford","1349-3_A6_A06","3","20701","41410","6"
"1157","CD4-CD8+","CD8+","CD3+","1349-3_A6_A06.fcs","Stanford","1349-3_A6_A06","3","15350","41410","7"
"1158","CD4+CCR7-CD45RA-","CCR7-CD45RA-","CD4+","1349-3_A6_A06.fcs","Stanford","1349-3_A6_A06","3","6569","20701","8"
"1159","CD4+CCR7+CD45RA-","CCR7+CD45RA-","CD4+","1349-3_A6_A06.fcs","Stanford","1349-3_A6_A06","3","7878","20701","9"
"1160","CD4+CCR7-CD45RA+","CCR7-CD45RA+","CD4+","1349-3_A6_A06.fcs","Stanford","1349-3_A6_A06","3","799","20701","10"
"1161","CD4+CCR7+CD45RA+","CCR7+CD45RA+","CD4+","1349-3_A6_A06.fcs","Stanford","1349-3_A6_A06","3","5455","20701","11"
"1162","CD8+CCR7-CD45RA-","CCR7-CD45RA-","CD8+","1349-3_A6_A06.fcs","Stanford","1349-3_A6_A06","3","3709","15350","12"
"1163","CD8+CCR7+CD45RA-","CCR7+CD45RA-","CD8+","1349-3_A6_A06.fcs","Stanford","1349-3_A6_A06","3","690","15350","13"
"1164","CD8+CCR7-CD45RA+","CCR7-CD45RA+","CD8+","1349-3_A6_A06.fcs","Stanford","1349-3_A6_A06","3","2570","15350","14"
"1165","CD8+CCR7+CD45RA+","CCR7+CD45RA+","CD8+","1349-3_A6_A06.fcs","Stanford","1349-3_A6_A06","3","8381","15350","15"
"1166","CD4+CD38-DR-","38-DR-","CD4+","1349-3_A6_A06.fcs","Stanford","1349-3_A6_A06","3","11818","20701","16"
"1167","CD4+CD38+DR-","38+DR-","CD4+","1349-3_A6_A06.fcs","Stanford","1349-3_A6_A06","3","6812","20701","17"
"1168","CD4+CD38-DR+","38-DR+","CD4+","1349-3_A6_A06.fcs","Stanford","1349-3_A6_A06","3","1429","20701","18"
"1169","CD4+CD38+DR+","38+DR+","CD4+","1349-3_A6_A06.fcs","Stanford","1349-3_A6_A06","3","641","20701","19"
"1170","CD8+CD38-DR-","38-DR-","CD8+","1349-3_A6_A06.fcs","Stanford","1349-3_A6_A06","3","13281","15350","20"
"1171","CD8+CD38+DR-","38+DR-","CD8+","1349-3_A6_A06.fcs","Stanford","1349-3_A6_A06","3","1301","15350","21"
"1172","CD8+CD38-DR+","38-DR+","CD8+","1349-3_A6_A06.fcs","Stanford","1349-3_A6_A06","3","534","15350","22"
"1173","CD8+CD38+DR+","38+DR+","CD8+","1349-3_A6_A06.fcs","Stanford","1349-3_A6_A06","3","234","15350","23"
"1174","","All cells","","1369-1_A7_A07.fcs","Stanford","1369-1_A7_A07","1","96084","","1"
"1175","","Lymphocytes","All cells","1369-1_A7_A07.fcs","Stanford","1369-1_A7_A07","1","54278","96084","2"
"1176","","Singlets","Lymphocytes","1369-1_A7_A07.fcs","Stanford","1369-1_A7_A07","1","52401","54278","3"
"1177","","Live","Singlets","1369-1_A7_A07.fcs","Stanford","1369-1_A7_A07","1","49780","52401","4"
"1178","CD3+","CD3+","Live","1369-1_A7_A07.fcs","Stanford","1369-1_A7_A07","1","38108","49780","5"
"1179","CD4+CD8-","CD4+","CD3+","1369-1_A7_A07.fcs","Stanford","1369-1_A7_A07","1","24172","38108","6"
"1180","CD4-CD8+","CD8+","CD3+","1369-1_A7_A07.fcs","Stanford","1369-1_A7_A07","1","7997","38108","7"
"1181","CD4+CCR7-CD45RA-","CCR7-CD45RA-","CD4+","1369-1_A7_A07.fcs","Stanford","1369-1_A7_A07","1","4193","24172","8"
"1182","CD4+CCR7+CD45RA-","CCR7+CD45RA-","CD4+","1369-1_A7_A07.fcs","Stanford","1369-1_A7_A07","1","8043","24172","9"
"1183","CD4+CCR7-CD45RA+","CCR7-CD45RA+","CD4+","1369-1_A7_A07.fcs","Stanford","1369-1_A7_A07","1","135","24172","10"
"1184","CD4+CCR7+CD45RA+","CCR7+CD45RA+","CD4+","1369-1_A7_A07.fcs","Stanford","1369-1_A7_A07","1","11801","24172","11"
"1185","CD8+CCR7-CD45RA-","CCR7-CD45RA-","CD8+","1369-1_A7_A07.fcs","Stanford","1369-1_A7_A07","1","2530","7997","12"
"1186","CD8+CCR7+CD45RA-","CCR7+CD45RA-","CD8+","1369-1_A7_A07.fcs","Stanford","1369-1_A7_A07","1","804","7997","13"
"1187","CD8+CCR7-CD45RA+","CCR7-CD45RA+","CD8+","1369-1_A7_A07.fcs","Stanford","1369-1_A7_A07","1","567","7997","14"
"1188","CD8+CCR7+CD45RA+","CCR7+CD45RA+","CD8+","1369-1_A7_A07.fcs","Stanford","1369-1_A7_A07","1","4096","7997","15"
"1189","CD4+CD38-DR-","38-DR-","CD4+","1369-1_A7_A07.fcs","Stanford","1369-1_A7_A07","1","8621","24172","16"
"1190","CD4+CD38+DR-","38+DR-","CD4+","1369-1_A7_A07.fcs","Stanford","1369-1_A7_A07","1","13133","24172","17"
"1191","CD4+CD38-DR+","38-DR+","CD4+","1369-1_A7_A07.fcs","Stanford","1369-1_A7_A07","1","1107","24172","18"
"1192","CD4+CD38+DR+","38+DR+","CD4+","1369-1_A7_A07.fcs","Stanford","1369-1_A7_A07","1","1311","24172","19"
"1193","CD8+CD38-DR-","38-DR-","CD8+","1369-1_A7_A07.fcs","Stanford","1369-1_A7_A07","1","6911","7997","20"
"1194","CD8+CD38+DR-","38+DR-","CD8+","1369-1_A7_A07.fcs","Stanford","1369-1_A7_A07","1","686","7997","21"
"1195","CD8+CD38-DR+","38-DR+","CD8+","1369-1_A7_A07.fcs","Stanford","1369-1_A7_A07","1","286","7997","22"
"1196","CD8+CD38+DR+","38+DR+","CD8+","1369-1_A7_A07.fcs","Stanford","1369-1_A7_A07","1","114","7997","23"
"1197","","All cells","","1369-2_A8_A08.fcs","Stanford","1369-2_A8_A08","2","94540","","1"
"1198","","Lymphocytes","All cells","1369-2_A8_A08.fcs","Stanford","1369-2_A8_A08","2","53845","94540","2"
"1199","","Singlets","Lymphocytes","1369-2_A8_A08.fcs","Stanford","1369-2_A8_A08","2","52016","53845","3"
"1200","","Live","Singlets","1369-2_A8_A08.fcs","Stanford","1369-2_A8_A08","2","49415","52016","4"
"1201","CD3+","CD3+","Live","1369-2_A8_A08.fcs","Stanford","1369-2_A8_A08","2","37903","49415","5"
"1202","CD4+CD8-","CD4+","CD3+","1369-2_A8_A08.fcs","Stanford","1369-2_A8_A08","2","24121","37903","6"
"1203","CD4-CD8+","CD8+","CD3+","1369-2_A8_A08.fcs","Stanford","1369-2_A8_A08","2","7922","37903","7"
"1204","CD4+CCR7-CD45RA-","CCR7-CD45RA-","CD4+","1369-2_A8_A08.fcs","Stanford","1369-2_A8_A08","2","4391","24121","8"
"1205","CD4+CCR7+CD45RA-","CCR7+CD45RA-","CD4+","1369-2_A8_A08.fcs","Stanford","1369-2_A8_A08","2","7858","24121","9"
"1206","CD4+CCR7-CD45RA+","CCR7-CD45RA+","CD4+","1369-2_A8_A08.fcs","Stanford","1369-2_A8_A08","2","116","24121","10"
"1207","CD4+CCR7+CD45RA+","CCR7+CD45RA+","CD4+","1369-2_A8_A08.fcs","Stanford","1369-2_A8_A08","2","11756","24121","11"
"1208","CD8+CCR7-CD45RA-","CCR7-CD45RA-","CD8+","1369-2_A8_A08.fcs","Stanford","1369-2_A8_A08","2","2524","7922","12"
"1209","CD8+CCR7+CD45RA-","CCR7+CD45RA-","CD8+","1369-2_A8_A08.fcs","Stanford","1369-2_A8_A08","2","1059","7922","13"
"1210","CD8+CCR7-CD45RA+","CCR7-CD45RA+","CD8+","1369-2_A8_A08.fcs","Stanford","1369-2_A8_A08","2","345","7922","14"
"1211","CD8+CCR7+CD45RA+","CCR7+CD45RA+","CD8+","1369-2_A8_A08.fcs","Stanford","1369-2_A8_A08","2","3994","7922","15"
"1212","CD4+CD38-DR-","38-DR-","CD4+","1369-2_A8_A08.fcs","Stanford","1369-2_A8_A08","2","8544","24121","16"
"1213","CD4+CD38+DR-","38+DR-","CD4+","1369-2_A8_A08.fcs","Stanford","1369-2_A8_A08","2","13164","24121","17"
"1214","CD4+CD38-DR+","38-DR+","CD4+","1369-2_A8_A08.fcs","Stanford","1369-2_A8_A08","2","1104","24121","18"
"1215","CD4+CD38+DR+","38+DR+","CD4+","1369-2_A8_A08.fcs","Stanford","1369-2_A8_A08","2","1308","24121","19"
"1216","CD8+CD38-DR-","38-DR-","CD8+","1369-2_A8_A08.fcs","Stanford","1369-2_A8_A08","2","6840","7922","20"
"1217","CD8+CD38+DR-","38+DR-","CD8+","1369-2_A8_A08.fcs","Stanford","1369-2_A8_A08","2","685","7922","21"
"1218","CD8+CD38-DR+","38-DR+","CD8+","1369-2_A8_A08.fcs","Stanford","1369-2_A8_A08","2","289","7922","22"
"1219","CD8+CD38+DR+","38+DR+","CD8+","1369-2_A8_A08.fcs","Stanford","1369-2_A8_A08","2","108","7922","23"
"1220","","All cells","","1369-3_A9_A09.fcs","Stanford","1369-3_A9_A09","3","95640","","1"
"1221","","Lymphocytes","All cells","1369-3_A9_A09.fcs","Stanford","1369-3_A9_A09","3","54880","95640","2"
"1222","","Singlets","Lymphocytes","1369-3_A9_A09.fcs","Stanford","1369-3_A9_A09","3","53031","54880","3"
